APEX.TASK.EVENT.COMPLETE_NO_OUTCOME,Завдання завершено без результату,Y
APEX.TASK.EVENT.CREATE,Створити,Y
APEX.TASK.EVENT.CREATE_MESSAGE,Створено завдання з ідентифікатором %0,Y
APEX.TASK.EVENT.DELEGATE,Делегувати,Y
APEX.TASK.EVENT.DELEGATE_MESSAGE,Завдання делеговано потенційному власнику %0,Y
APEX.TASK.EVENT.DELEGATE_NOT_ALLOWED,Учаснику недостатньо прав доступу або новий учасник не є потенційним власником цього завдання,Y
APEX.TASK.EVENT.EXPIRE,Термін дії спливає,Y
APEX.TASK.EVENT.EXPIRED_MESSAGE,Завдання прострочено.,Y
APEX.TASK.EVENT.FAIL,Помилка,Y
APEX.TASK.EVENT.INFO_REQUEST.NOT_ALLOWED,"Завдання або не призначене, або для цього завдання учаснику не дозволено запитувати інформацію",Y
APEX.TASK.EVENT.INFO_SUBMIT.NOT_ALLOWED,"Для цього завдання або не було запитано жодної інформації, або учаснику не дозволено надавати інформацію.",Y
APEX.TASK.EVENT.MAXRENEW_EXPIRED_MESSAGE,"Терміну дії завдання спливає через те, що досягнута максимальна кількість продовжень - %0.",Y
APEX.TASK.EVENT.NOT_ALLOWED_BUSINESS_ADMIN,"Або завдання перебуває в неправильному стані, або учасник не є бізнес-адміністратором для цього завдання",Y
APEX.TASK.EVENT.NOT_APPLICABLE,Операція %0 або невідома або не може бути застосована до цього завдання,Y
APEX.TASK.EVENT.RELEASE,Повернути,Y
APEX.TASK.EVENT.RELEASE_MESSAGE,Завдання повернено. Тепер його можуть зарезервувати інші користувачі,Y
APEX.TASK.EVENT.RELEASE_NOT_ALLOWED,Повернення не дозволено - користувач не є власником цього завдання,Y
APEX.TASK.EVENT.REMOVE_OWNER,Видалити власника,Y
APEX.TASK.EVENT.REMOVE_OWNER_MESSAGE,Учасника %0 видалено із завдання,Y
APEX.TASK.EVENT.RENEW,Поновити,Y
APEX.TASK.EVENT.RENEW_EXPIRED_MESSAGE,"Завдання поновлено з ідентифікатором %0, максимальна кількість продовжень до закінчення терміну дії - %1.",Y
APEX.TASK.EVENT.RENEW_MESSAGE,Завдання з ідентифікатором %0 поновлено з ідентифікатором %1,Y
APEX.TASK.EVENT.REQUEST_INFO,Запит інформації,Y
APEX.TASK.EVENT.REQUEST_INFO_MESSAGE,Звернення до %0 за наданням інформації: %1,Y
APEX.TASK.EVENT.SUBMIT_INFO,Надати інформацію,Y
APEX.TASK.EVENT.SUBMIT_INFO_MESSAGE,"Інформацію, що була запитана, надано до %0: %1",Y
APEX.TASK.EVENT.UPDATE_COMMENT,Оновлення коментаря,Y
APEX.TASK.EVENT.UPDATE_COMMENT_MESSAGE,Додати коментар: %0,Y
APEX.TASK.EVENT.UPDATE_COMMENT_NOT_ALLOWED,Стан завдання не передбачає додавання коментаря,Y
APEX.TASK.EVENT.UPDATE_OWNER,Оновлення власника,Y
APEX.TASK.EVENT.UPDATE_OWNER_MESSAGE,Додати потенційного власника %0 до складу учасників завдання,Y
APEX.TASK.EVENT.UPDATE_PARAM,Оновити налаштування,Y
APEX.TASK.EVENT.UPDATE_PRIORITY,Оновлення пріоритету,Y
APEX.TASK.EVENT.UPDATE_PRIORITY_MESSAGE,Пріоритет завдання оновлено до %0,Y
APEX.TASK.EVENT.UPD_PARAMETER_MESSAGE,"Налаштування ""%0"" оновлено з ""%1"" до ""%2"".",Y
APEX.TASK.FORWARD_TASK_NOT_AUTHORIZED,Перенаправити  завдання: недостатньо прав доступу,Y
APEX.TASK.INTERNAL_ERROR,Сталася неочікувана внутрішня помилка,Y
APEX.TASK.NOT_APPLICABLE,Операція не може бути застосована до завдання,Y
APEX.TASK.OUTCOME.APPROVED,Затверджено,Y
APEX.TASK.OUTCOME.REJECTED,Відхилено,Y
APEX.TASK.OUTCOME_MISSING,Завершення завдання вимагає результату,Y
APEX.TASK.OUTCOME_NOT_ALLOWED,Завданню заборонено мати результат,Y
APEX.TASK.PARAM_NOT_UPDATABLE,Неможливо оновити налаштування %0.,Y
APEX.TASK.PARTICIPANT_EXISTS,Цей учасник вже був доданий до цього екземпляра завдання.,Y
APEX.TASK.PRIORITY.1,Терміновий,Y
APEX.TASK.PRIORITY.2,Високий,Y
APEX.TASK.PRIORITY.3,Середній,Y
APEX.TASK.PRIORITY.4,Низький,Y
APEX.TASK.PRIORITY.5,Найнижчий,Y
APEX.TASK.SET_PRIORITY_NOT_AUTHORIZED,Вказати пріоритет завдання: недостатньо прав доступу,Y
APEX.TASK.STATE.ASSIGNED,Призначено,Y
APEX.TASK.STATE.CANCELLED,Скасовано,Y
APEX.TASK.STATE.COMPLETED,Завершено,Y
APEX.TASK.STATE.ERRORED,Є помилки,Y
APEX.TASK.STATE.EXPIRED,Прострочено,Y
APEX.TASK.STATE.FAILED,Не виконано,Y
APEX.TASK.STATE.INFO_REQUESTED,Інформацію запрошено,Y
APEX.TASK.STATE.UNASSIGNED,Не призначено,Y
APEX.TASK.TASK_CREATE_ERROR,"Сталася помилка під час створення нового завдання для визначення завдання %0 застосунку %1
SQLCODE: %2",Y
APEX.TASK.TASK_CREATE_NO_POTENTIAL_OWNER,"Сталася помилка під час створення завдання для визначення завдання %0 застосунку %1. Визначення завдання не містить потенційних власників. Будь ласка, змініть визначення, додав хоча б одного учасника типу ""потенційний власник""",Y
APEX.TASK.TASK_DEFINITION_NOT_FOUND,Визначення завдання не знайдено,Y
APEX.TASK.TASK_DEF_PARTICIPANTS_NOT_FOUND,Учасників для завдання не знайдено,Y
APEX.TASK.TASK_ID_PK_VIOLATION,"Існує більш ніж одне завдання з вказаним ідентифікатором. Будь ласка, зверніться до адміністратора",Y
APEX.TASK.TASK_NOT_FOUND,Завдання не знайдено,Y
APEX.TASK.TASK_PARAMETER_NOT_FOUND,Параметр завдання не знайдено,Y
APEX.TASK.TYPE.ACTION,Дія,Y
APEX.TASK.TYPE.APPROVAL,Схвалення,Y
APEX.TB.TOOLBAR,Панель інструментів,Y
APEX.TEMPLATE.APPLICATION,Застосунок,Y
APEX.TEMPLATE.EXPAND_COLLAPSE_NAV_LABEL,Розгорнути / згорнути навігацію,Y
APEX.TEMPLATE.EXPAND_COLLAPSE_SIDE_COL_LABEL,Розгорнути / згорнути колонку,Y
APEX.TEMPLATE.MAIN_NAV_LABEL,Головна панель переходів,Y
APEX.TEMPLATE_DIRECTIVE.INVALID_PLACEHOLDER_NAME,"Неприйнятне значення ""%0"" для ім'я покажчика місця заповнення.",Y
APEX.TIME.DAY,1 день,Y
APEX.TIME.HOUR,1 година,Y
APEX.TIME.N_DAYS,%0 дн(-і/-ів),Y
APEX.TIME.N_HOURS,%0 годин(-и),Y
APEX.TIME.N_MINUTES,%0 хвилин(-и),Y
APEX.TIME.N_WEEKS,%0 тижн(-і/-ів),Y
APEX.TIME.WEEK,1 тиждень,Y
APEX.UI.BACK_TO_TOP,На початок сторінки,Y
APEX.UI.ENABLED,Доступний,Y
APEX.UNHANDLED_ERROR,Сталася помилка під час обробки запиту.,Y
APEX.UPDATE_MESSAGE_ERROR,"Текстове повідомлення %0 не може бути оновлено, оскільки воно було отримано з іншого застосунку.",Y
APEX.VALUE_REQUIRED,Потрібно вказати значення,Y
APEX.WARN_ON_UNSAVED_CHANGES,Ця сторінка містить незбереженні зміни.,Y
APEX.WORKFLOW.ACTION_NOT_ALLOWED,Екземпляр робочого процесу %0 наразі перебуває у стані %1. Через це операція не дозволена,Y
APEX.WORKFLOW.ACTIVITY.COMPLETED,Екземпляр %1 операції %2 робочого процесу %0 завершено,Y
APEX.WORKFLOW.ACTIVITY.CREATED,Створено новий екземпляр %1 операції %2 робочого процесу %0,Y
APEX.WORKFLOW.ACTIVITY.RETRIED,Несправний екземпляр %1 операції %2 робочого процесу %0 було перезапущено,Y
APEX.WORKFLOW.ACTIVITY.WAITING,Екземпляр %1 операції %2 робочого процесу %0 перебуває у стані очікування,Y
APEX.WORKFLOW.ASYNC.ACT.COMPLETED,"Екземпляр %1 операції %2 робочого процесу %0, що перебувал у стані очикування, успішно завершено",Y
APEX.WORKFLOW.ASYNC.ACT.FAULTED,"Операція %1, що перебувала у стані очикування, переведена в стан Несправність, оскільки робочий процес %0 вже був у стані Несправність ще до завершення операції",Y
APEX.WORKFLOW.ASYNC.ACT.TERMINATED,"Операція %1, що перебувала у стані очикування, переведена в стан Припинений, оскільки робочий процес %0 вже був у стані Припинений ще до завершення операції",Y
APEX.WORKFLOW.BUSY,"Наразі робочий процес зайнятий завершенням попередньої операції. Повторіть, будь ласка, спробу пізніше",Y
APEX.WORKFLOW.CONTINUE.NOT_ALLOWED,"Робочий процес %0 не може бути продовжений, оскільки він зараз виконує операцію %1, яка не перебуває в стані очікування",Y
APEX.WORKFLOW.CORRELATION_CONTEXT_ERROR,"%0 не є прийнятним контекстом кореляції для робочого процесу, який виконується цією операцією робочого процесу. Контекст кореляції має мати вигляд фрагментів тексту, що розділеним двокрапками, кожний з яких містить параметр APEX_APPL_WORKFLOW, за яким слідують ідентифікатор екземпляра робочого процесу та ідентифікатор екземпляра операції.",Y
APEX.WORKFLOW.CREATED,"Створено новий екземпляр %0 робочого процесу %1, версія %2",Y
APEX.WORKFLOW.END,Робочий процес %0 завершено зі станом %1,Y
APEX.WORKFLOW.INCOMPATIBLE_DATA_TYPE,"Тип даних %1 для умов, що порівнюються під час перемикання робочого процесу %0, несумісний з оператором умови",Y
APEX.WORKFLOW.RESUMED,Екземпляр робочого процесу %0 відновлено,Y
APEX.WORKFLOW.RETRIED,Екземпляр робочого процесу %0 було перезапущено,Y
APEX.WORKFLOW.STATE.ACTIVE,Активний,Y
APEX.WORKFLOW.STATE.COMPLETED,Завершено,Y
APEX.WORKFLOW.STATE.FAULTED,Несправний,Y
APEX.WORKFLOW.STATE.SUSPENDED,Призупинений,Y
APEX.WORKFLOW.STATE.TERMINATED,Припинений,Y
APEX.WORKFLOW.STATE.WAITING,Очікування,Y
APEX.WORKFLOW.SUSPENDED,Екземпляр робочого процесу %0 призупинено,Y
APEX.WORKFLOW.TERMINATED,Екземпляр робочого процесу %0 було припинено,Y
APEX.WORKFLOW.UNAUTHORIZED_RESUME,Відновити цей робочий процес може лише бізнес-адміністратор робочого процесу %0,Y
APEX.WORKFLOW.UNAUTHORIZED_RETRY,Перезапустити цей робочий процес %0 може лише бізнес-адміністратор або власник,Y
APEX.WORKFLOW.UNAUTHORIZED_SUSPEND,Екземпляр робочого процесу %0 може бути призупинено лише бізнес-адміністратором робочого процесу,Y
APEX.WORKFLOW.UNAUTHORIZED_TERMINATE,Лише власники та бізнес-адміністратори екземпляра робочого процесу %0 можуть припинити цей робочий процес,Y
APEX.WORKFLOW.UNAUTHORIZED_UPDATE,"Змінні робочого процесу %0 можуть оновлюватися лише бізнес-адміністратором, визначеним для цього робочого процесу",Y
APEX.WORKFLOW.UPDATED,Значення змінної робочого процесу %0 оновлено до %1,Y
APEX.WORKFLOW.VERSION_NOT_ACTIVE,Робочий процес %0 не має активної версії,Y
APEX.WORKFLOW.VERSION_NOT_DEV,Робочий процес %0 не має версії у стадії розробки,Y
APEX.WORKFLOW.VERSION_NOT_FOUND,"Робочий процес %0 не має ані активної, ані версії у стадії розробки",Y
APEX.WORKFLOW.WORKFLOW_ACT_INSTANCE_NOT_FOUND,Екземпляр операції %1 для екземпляра робочого процесу %0 не знайдено,Y
APEX.WORKFLOW.WORKFLOW_INSTANCE_NOT_FOUND,Екземпляр робочого процесу %0 не знайдено,Y
APEX.XLSX.ERROR.NO_ACTIVE_WORKSHEET,Робоча книга не містить активного аркушу.,Y
APEX.XLSX.ERROR.WORKBOOK_NOT_INITIALIZED,Робочу книгу не ініціалізовано.,Y
APEX.XLSX.INTERNAL_ERROR,Сталася внутрішня помилка під час створення файлу XSLX.,Y
APEX.XLSX.SHEET,Аркуш,Y
APEX.XLSX.SHEET_NAME_TAKEN,"Назву аркуша ""%0"" вже зайнято. Спробуйте іншу.",Y
APEXIR_ACTIONS,Дії,Y
APEXIR_ACTIONS_MENU,Меню дій,Y
APEXIR_ADD_FUNCTION,Додати функцію,Y
APEXIR_ADD_GROUP_BY_COLUMN,Додати агрегування по стовпцю,Y
APEXIR_ADD_PIVOT_COLUMN,"Додати стовпець, значення якого будуть відображатися по стовпцях",Y
APEXIR_ADD_ROW_COLUMN,"Додати стовпець, значення якого будуть відображатися по рядках",Y
APEXIR_AGGREGATE,Підсумок,Y
APEXIR_AGGREGATION,Підсумок,Y
APEXIR_AGG_AVG,Середнє значення,Y
APEXIR_AGG_COUNT,Кількість,Y
APEXIR_AGG_MAX,Максимум,Y
APEXIR_AGG_MEDIAN,Медіана,Y
APEXIR_AGG_MIN,Мінімум,Y
APEXIR_AGG_SUM,Сума %0,Y
APEXIR_ALL,Усі,Y
APEXIR_ALL_COLUMNS,Усі стовпці,Y
APEXIR_ALL_ROWS,Усі рядки,Y
APEXIR_ALTERNATIVE,Альтернатива,Y
APEXIR_ALTERNATIVE_DEFAULT_NAME,Альтернативний звіт: %0,Y
APEXIR_AND,і,Y
APEXIR_API.IMPORT_CONTENT_CORRUPTED,Не вдалося імпортувати збережений звіт. Вміст пошкоджено.,Y
APEXIR_API.IMPORT_CONTENT_EMPTY,Не вдалося імпортувати збережений звіт. Вміст порожній.,Y
APEXIR_APPLY,Застосувати,Y
APEXIR_ASCENDING,За зростанням,Y
APEXIR_AS_OF,Станом на %0,Y
APEXIR_AVERAGE_X,Середнє %0,Y
APEXIR_BAR,Стовпчаста,Y
APEXIR_BETWEEN,між,Y
APEXIR_BGCOLOR,Колір фону,Y
APEXIR_BLUE,синій,Y
APEXIR_BOTTOM,Останній,Y
APEXIR_BTNS_NEXT_TO_SEARCH_OF,Кнопки поруч з панеллю пошуку %0,Y
APEXIR_CANCEL,Скасувати,Y
APEXIR_CATEGORY,Категорія,Y
APEXIR_CELL,Стовпець,Y
APEXIR_CHART,Діаграма,Y
APEXIR_CHART_INITIALIZING,Ініціалізація...,Y
APEXIR_CHART_LABEL_NOT_NULL,Потрібно вказати назву діаграми.,Y
APEXIR_CHART_MAX_DATAPOINT_CNT,"Запит повертає більш ніж %0 точок даних, що перевищує максимальну дозволену для діаграми кількість. Будь ласка, уточніть умови відбору для того, щоби зменшити кількість рядків.",Y
APEXIR_CHART_MAX_ROW_CNT,"Максимальна кількість рядків для діаграми обмежується кількістю рядків в основному запиті, а не кількістю рядків, що можуть бути відображені.
Ваш основний запит перевищує максимальну кількість рядків у %0. Будь ласка, уточніть умови відбору, щоби зменшити число рядків у основному запиті.",Y
APEXIR_CHART_TYPE,Тип діаграми,Y
APEXIR_CHART_VIEW_OF,Перегляд діаграми %0,Y
APEXIR_CHECK_ALL,Вибрати все,Y
APEXIR_CHOOSE_DOWNLOAD_FORMAT,Виберіть формат завантаження звіту,Y
APEXIR_CLEAR,очистити,Y
APEXIR_COLUMN,Стовпець,Y
APEXIR_COLUMNS,Стовпці,Y
APEXIR_COLUMN_ALIASES,Псевдоніми стовпця,Y
APEXIR_COLUMN_FILTER,Умова відбору...,Y
APEXIR_COLUMN_HEADER,Заголовок стовпця,Y
APEXIR_COLUMN_HEADER_ACTIONS,Дії зі стовпцем,Y
APEXIR_COLUMN_HEADER_ACTIONS_FOR,"Дії зі стовпцем ""%0""",Y
APEXIR_COLUMN_HEADING_MENU,Меню заголовка стовпця,Y
APEXIR_COLUMN_INFO,Опис,Y
APEXIR_COLUMN_LABEL,Заголовок стовпця,Y
APEXIR_COLUMN_N,Стовпець %0,Y
APEXIR_COMPARISON_CONTAINS,містить,Y
APEXIR_COMPARISON_DOESNOT_CONTAIN,не містить,Y
APEXIR_COMPARISON_IN,входить до переліку значень,Y
APEXIR_COMPARISON_ISNOT_IN_LAST,не за минулі,Y
APEXIR_COMPARISON_ISNOT_IN_NEXT,не за наступні,Y
APEXIR_COMPARISON_IS_IN_LAST,за минулі,Y
APEXIR_COMPARISON_IS_IN_NEXT,за наступні,Y
APEXIR_COMPARISON_IS_NOT_NULL,не пустий,Y
APEXIR_COMPARISON_IS_NULL,пустий,Y
APEXIR_COMPARISON_LIKE,схожий,Y
APEXIR_COMPARISON_NOT_IN,не входить до переліку значень,Y
APEXIR_COMPARISON_NOT_LIKE,не схожий,Y
APEXIR_COMPARISON_REGEXP_LIKE,відповідає регулярному виразу,Y
APEXIR_COMPUTATION,Обчислення,Y
APEXIR_COMPUTATION_EXPRESSION,Вираз,Y
APEXIR_COMPUTATION_FOOTER,"Створіть нове обчислення, використовуючи псевдоніми наявних стовпців.",Y
APEXIR_COMPUTATION_FOOTER_E1,(B+C)*100,Y
APEXIR_COMPUTATION_FOOTER_E2,"INITCAP(B)||', '||INITCAP(C)",Y
APEXIR_COMPUTATION_FOOTER_E3,CASE WHEN A = 10 THEN B + C ELSE B END,Y
APEXIR_COMPUTATION_FOOTER_E4,ROUND(C / 1000000),Y
APEXIR_COMPUTE,Обчислення,Y
APEXIR_CONTROL_BREAK,Розбивка на групи,Y
APEXIR_CONTROL_BREAKS,Розбивка на групи,Y
APEXIR_CONTROL_BREAK_COLUMNS,Розбивка на групи по стовпцях,Y
APEXIR_COUNT_DISTINCT,Кількість унікальних,Y
APEXIR_COUNT_DISTINCT_X,Кількість унікальних,Y
APEXIR_COUNT_X,Кількість %0,Y
APEXIR_DAILY,Щодня,Y
APEXIR_DATA,Дані,Y
APEXIR_DATA_AS_OF,Дані станом на %0 хвилин(-и) тому.,Y
APEXIR_DATA_VIEW_OF,Перегляд даних %0,Y
APEXIR_DATE,Дата,Y
APEXIR_DEFAULT,За замовчуванням,Y
APEXIR_DEFAULT_REPORT_TYPE,Тип основного звіту,Y
APEXIR_DELETE,Видалити,Y
APEXIR_DELETE_CONFIRM,"Ви впевнені, що хочете видалити ці налаштування звіту?",Y
APEXIR_DELETE_DEFAULT_REPORT,Видалити основний звіт,Y
APEXIR_DELETE_REPORT,Видалити звіт,Y
APEXIR_DESCENDING,За спаданням,Y
APEXIR_DESCRIPTION,Опис,Y
APEXIR_DETAIL_VIEW,Відображати по рядках,Y
APEXIR_DIRECTION,Сортувати %0,Y
APEXIR_DISABLED,Не групувати,Y
APEXIR_DISPLAYED,Відображувані,Y
APEXIR_DISPLAYED_COLUMNS,Прибрати приховані стовпці,Y
APEXIR_DISPLAY_IN_REPORT,Відображувані у звіті,Y
APEXIR_DOWN,Вниз,Y
APEXIR_DOWNLOAD,Завантажити,Y
APEXIR_DO_NOT_DISPLAY,Приховані,Y
APEXIR_DUPLICATE_HIGHLIGHT_COND,Підсвічування з такою умовою вже існує.,Y
APEXIR_DUPLICATE_PIVOT_COLUMN,Повтор стовпця для зведеної таблиці. Список стовпців для зведеної таблиці має бути унікальним.,Y
APEXIR_EDIT,Редагувати,Y
APEXIR_EDIT_CHART,Редагувати налаштування діаграми,Y
APEXIR_EDIT_CHART2,Редагувати діаграму,Y
APEXIR_EDIT_CONTROL_BREAK,Редагувати розбивку на групи,Y
APEXIR_EDIT_FILTER,Редагувати умову відбору,Y
APEXIR_EDIT_FLASHBACK,Редагувати ретроспективний запит,Y
APEXIR_EDIT_GROUP_BY,Редагувати агрегований звіт,Y
APEXIR_EDIT_HIGHLIGHT,Редагувати підсвічування,Y
APEXIR_EDIT_PIVOT,Редагувати зведену таблицю,Y
APEXIR_EDIT_REPORT,Редагувати звіт,Y
APEXIR_EMAIL,Електронна пошта,Y
APEXIR_EMAIL_ADDRESS,Адреса електронної пошти,Y
APEXIR_EMAIL_BCC,Прихована копія,Y
APEXIR_EMAIL_BODY,Зміст,Y
APEXIR_EMAIL_CC,Копія,Y
APEXIR_EMAIL_FREQUENCY,Частота,Y
APEXIR_EMAIL_NOT_CONFIGURED,"Можливість розсилки електронної пошти не була налаштована для цього застосунку. Будь ласка, зверніться до адміністратора.",Y
APEXIR_EMAIL_REQUIRED,Потрібно вказати адресу електронної пошти.,Y
APEXIR_EMAIL_SEE_ATTACHED,Дивиться вкладення,Y
APEXIR_EMAIL_SUBJECT,Тема,Y
APEXIR_EMAIL_SUBJECT_REQUIRED,Потрібно вказати тему повідомлення електронної пошти.,Y
APEXIR_EMAIL_TO,Кому,Y
APEXIR_ENABLED,Використається,Y
APEXIR_ENABLE_DISABLE_ALT,Увімкнути / вимкнути,Y
APEXIR_ERROR_LANDMARK,Помилка! %0,Y
APEXIR_EXAMPLES,Приклади,Y
APEXIR_EXAMPLES_WITH_COLON,Наприклад:,Y
APEXIR_EXCLUDE_NULL,Прибрати пусті значення,Y
APEXIR_EXPAND_COLLAPSE_ALT,Розгорнути / Згорнути,Y
APEXIR_EXPRESSION,Вираз,Y
APEXIR_FILTER,Умова відбору,Y
APEXIR_FILTERS,Умови відбору,Y
APEXIR_FILTER_EXPRESSION,Визначення умови відбору,Y
APEXIR_FILTER_EXPR_TOO_LONG,Вираз для визначення умови відбору занадто довгий.,Y
APEXIR_FILTER_SUGGESTIONS,Рекомендовані фільтри,Y
APEXIR_FILTER_TYPE,Умова відбору для,Y
APEXIR_FINDER_ALT,Виберіть стовпці для пошуку,Y
APEXIR_FLASHBACK,Ретроспективний запит,Y
APEXIR_FLASHBACK_DESCRIPTION,Ретроспективні запити надають змогу переглядати дані станом на деякий час у минулому.,Y
APEXIR_FLASHBACK_LABEL,Тривалість ретроспективного запиту,Y
APEXIR_FORMAT,Вигляд,Y
APEXIR_FORMAT_MASK,Формат %0,Y
APEXIR_FUNCTION,Функція,Y
APEXIR_FUNCTIONS,Функції %0,Y
APEXIR_FUNCTIONS_OPERATORS,Функції / Оператори,Y
APEXIR_FUNCTION_N,Функція %0,Y
APEXIR_GO,Знайти,Y
APEXIR_GREEN,зелений,Y
APEXIR_GROUPBY_COLUMNS,Агрегувати по стовпцями,Y
APEXIR_GROUPBY_FUNCTIONS,Агрегувати по функціями,Y
APEXIR_GROUP_BY,Агрегування,Y
APEXIR_GROUP_BY_COLUMN,Агрегувати по стовпцю %0,Y
APEXIR_GROUP_BY_COL_NOT_NULL,Потрібно вказати стовпець для агрегування.,Y
APEXIR_GROUP_BY_MAX_ROW_CNT,"Максимальна кількість рядків для агрегування обмежується кількістю рядків в основному запиті, а не кількістю рядків, що можуть бути відображені. Ваш основний запит перевищує максимальну кількість рядків у %0. Будь ласка, уточніть умови відбору, щоби зменшити число рядків у основному запиті.",Y
APEXIR_GROUP_BY_SORT,Сортування агрегованих даних,Y
APEXIR_GROUP_BY_SORT_ORDER,Сортування агрегованих даних,Y
APEXIR_GROUP_BY_VIEW_OF,Агреговані дані %0,Y
APEXIR_HCOLUMN,Горизонтальні стовпці,Y
APEXIR_HELP,Довідка,Y
APEXIR_HELP_01,"Інтерактивні Звіти надають користувачам можливість налаштовувати відображення звіту. Користувач може змінити вигляд звіту обираючи потрібні стовпці, додаючи умови відбору, підсвічуваючі значення та встановлюючи напрямок сортування даних. Додатково користувач може розбивати дані на групи, додавати підсумки, діаграми, агрегувати дані, а також додавати свої власні обчислення. Крім того, користувач має можливість підписатися на звіт унаслідок чого HTML версія звіту буде періодично в зазначений час надсилатися йому електронною поштою. Користувачу надається можливість створювати безліч варіантів звітів та зберігати їх під вказанім ім'ям для подальшого особистого або спільного перегляду. <p/> У наступних розділах стисло описано способи налаштування Інтерактивних Звітів. За більш докладною інформацією звертайтеся до розділу ""Використання Інтерактивних Звітів"" документу <i>Oracle APEX Підручник користувача</i>.",Y
APEXIR_HELP_ACTIONS_MENU,"Меню Дії, що розташоване правиш за кнопку ""Знайти"" в Панелі пошуку, використовується для налаштування відображення Інтерактивного Звіту.",Y
APEXIR_HELP_AGGREGATE,"Підсумки - математичні обчислення, які виконуються зі стовпцями. Підсумки відображаються після кожної групи та наприкінці звіту в стовпцях де вони визначені.<p></p><ul><li><strong>Підсумок</strong> дає змогу вибрати раніше визначений підсумок для редагування.</li><li><strong>Функція</strong> - функція, яка має бути застосована (наприклад, SUM, MIN).</li> <li><strong>Стовпець</strong> використовується для визначення стовпця, до якої має бути застосована функція. Тільки числові стовпці відображаються.</li></ul>",Y
APEXIR_HELP_CHART,"Для кожного звіту можливо додати одну діаграму. Переключення між режимами відображення діаграми та звіту виконується за допомогою натискання відповідних іконок, які розташовані в Панелі пошуку. Існують наступні опції:<p></p>
<ul><li><strong>Тип діаграми</strong> вказує на тип діаграми: горизонтальні стовпці, вертикальні стовпці, кругова або лінійчата.</li>
<li><strong>Категорія</strong> дозволяє вказати стовпець, який буде використовуватися як категорія</li>
<li><strong>Заголовок вісі категорій</strong> заголовок, який буде використано для позначення вісі, яка пов'язана зі стовпцем, що вбрано як Категорія. Не використовується для кругової діаграми.</li>
<li><strong>Значення</strong> дозволяє вказати стовпець, який буде використовуватися як значення. Якщо в ролі функції вибрано COUNT, то нема потреби вказувати Значення.</li>
<li><strong>Заголовок вісі значень</strong> - заголовок, який буде використано для позначення вісі, яка пов'язана зі стовпцем, що вибрано як Значення. Не використовується для кругової діаграми.</li>
<li><strong>Функція</strong> не обов'язкова функція, яка має бути застосована до стовпцю, що вибрано як Значення.</li>
<li><strong>Сортування</strong> дозволяє вказати напрямок сортування даних.</li></ul>",Y
APEXIR_HELP_COLUMN_HEADING_MENU,"У разі натисканні на заголовок будь-якого стовпцю розкривається меню заголовків стовпців. Існують наступні опції:<p></p><ul><li><strong>Іконка сортування за зростанням</strong> сортує стовпець за зростанням.</li> <li><strong>Іконка сортування за спаданням</strong> сортує стовпець за спаданням.</li> <li><strong>Приховати</strong> приховує стовпець. Не кожен стовпець можна приховати. Для таких стовпців відповідна іконка не зображається.</li> <li><strong>Розбивати на групи</strong> переносить стовпець із тіла звіту до його заголовку, утворюючи групу по значеннях стовпцю.</li> <li><strong>Довідка</strong> відображає довідку про стовпець, якщо така є.</li> <li><strong>Текстова область</strong> використовується для вводу пошукових умов, що не залежать від регістру. Введення умови призводить до звуження списку значень, що розташовано нижче. У разі, якщо вибрано одно з цих значень буде створено умову відбору виду <code>""стовпець = значення""</code>. Також можна створити умову виду <code>""стовпець LIKE '%значення%'""</code> натиснувши іконку з зображенням ліхтарика та вказавши пошукову умову.</li> <li><strong>Список значень</strong> відображає список 500 перших унікальних значень, що задовольняють вказаним умовам. Для стовпців типу дата відображаються діапазони дат. У разі, якщо вибрано одно з цих значень буде створена умова відбору виду <code>""стовпець = значення""</code></li></ul>",Y
APEXIR_HELP_COMPUTE,"Обчислення надає змогу додавати до звіту нові стовпці, значення яких розраховуються з наявних стовпців за допомогою застосування або математичних формул (наприклад, <code>NBR_HOURS/24</code>) або вбудованих функцій Oracle (такі як <code>TO_DATE</code>). Існують наступні опції:<p></p><ul> <li><strong>Обчислення</strong> дає змогу вибрати раніше визначене обчислення для редагування.</li> <li><strong>Заголовок стовпця</strong> заголовок для нового стовпця.</li> <li><strong>Маска формату</strong> маска формату за правилами Oracle, яка має бути застосована до значення стовпця (наприклад, S9999).</li> <li><strong>Обчислення</strong> обчислення, яке має бути виконано. У межах цього обчислення дозволяється покликатися на наявні стовпці за допомогою псевдонімів.</li> </ul><p>Нижче розташовані всі стовпці звіту разом із псевдонімами. Натиснення на назві занесе псевдонім стовпця до обчислення. Поруч розташована Допоміжна клавіатура з посиланнями на клавіші, що використовуються найбільш часто. Праворуч - функції.</p><p>Зразок обчислення для розрахунку компенсації:</p><pre> CASE WHEN A = 'SALES' THEN B + C ELSE B END</pre> (де A це псевдонім стовпця ОРГАНІЗАЦІЯ, B - ЗАРПЛАТА, і C - КОМІСІЯ)",Y
APEXIR_HELP_CONTROL_BREAK,Використовується для створення розбивки на групи з одного або декількох стовпців. Ці стовпці переносяться із тіла звіту до його заголовку.,Y
